Value,Count,BPS_CODE,BPS_NAME,FRI_REPLAC,FRI_MIXED,FRI_SURFAC,FRI_ALLFIR,R,G,B,RED,GREEN,BLUE
1842,13927022.000000000000000,13240,Northern Atlantic Coastal Plain Hardwood Forest,48,44,4,4,161,112,90,0.631373000000000,0.439216000000000,0.352941000000000
1843,2338221.000000000000000,13350,Atlantic Coastal Plain Dry and Dry-Mesic Oak Forest,198,98,8,7,230,205,156,0.901961000000000,0.803922000000000,0.611765000000000
1844,21475516.000000000000000,13430,Atlantic Coastal Plain Mesic Hardwood Forest,479,382,43,36,168,112,0,0.658824000000000,0.439216000000000,0.000000000000000
1845,693231.000000000000000,13470,Atlantic Coastal Plain Upland Longleaf Pine Woodland,131,376,4,4,135,186,24,0.529412000000000,0.729412000000000,0.094118000000000
1846,3358.000000000000000,13520,Southern Appalachian Montane Pine Forest and Woodland,88,101,5,5,117,71,197,0.458824000000000,0.278431000000000,0.772549000000000
1847,39567.000000000000000,13530,Southern Appalachian Low-Elevation Pine Forest,153,66,9,7,255,200,97,1.000000000000000,0.784314000000000,0.380392000000000
1848,4733985.000000000000000,13550,Northern Atlantic Coastal Plain Pitch Pine Barrens,77,31,12,8,255,165,82,1.000000000000000,0.647059000000000,0.321569000000000
1849,109852.000000000000000,13610,Central Atlantic Coastal Plain Maritime Forest,357,119,113,50,237,0,229,0.929412000000000,0.000000000000000,0.898039000000000
1850,2905137.000000000000000,13680,Southern Piedmont Dry Oak(-Pine) Forest,325,235,5,5,211,186,255,0.827451000000000,0.729412000000000,1.000000000000000
1851,6506268.000000000000000,13690,Central Appalachian Dry Oak-Pine Forest,182,463,15,14,0,255,220,0.000000000000000,1.000000000000000,0.862745000000000
1852,3350767.000000000000000,13700,Appalachian (Hemlock-)Northern Hardwood Forest,1010,1122,-9999,531,214,255,145,0.839216000000000,1.000000000000000,0.568627000000000
1853,6158.000000000000000,13750,Eastern Serpentine Woodland,87,56,5,5,229,94,99,0.898039000000000,0.368627000000000,0.388235000000000
1854,150771.000000000000000,13770,Central Appalachian Pine-Oak Rocky Woodland,412,384,4645,190,255,0,77,1.000000000000000,0.000000000000000,0.301961000000000
1855,1148759.000000000000000,13790,Northern Atlantic Coastal Plain Maritime Forest,74,160,9,7,237,0,179,0.929412000000000,0.000000000000000,0.701961000000000
1856,178528.000000000000000,14000,Central Appalachian Alkaline Glade and Woodland,5,19,1583,4,255,153,229,1.000000000000000,0.600000000000000,0.898039000000000
1857,761382.000000000000000,14360,Northern Atlantic Coastal Plain Dune and Swale,8,14,-9999,5,100,31,87,0.392157000000000,0.121569000000000,0.341176000000000
1858,23080.000000000000000,14490,Central Atlantic Coastal Plain Wet Longleaf Pine Savanna and Flatwoods,89,261,3,3,143,237,41,0.560784000000000,0.929412000000000,0.160784000000000
1859,55516.000000000000000,14520,Atlantic Coastal Plain Peatland Pocosin and Canebrake,14,16,-9999,7,255,125,0,1.000000000000000,0.490196000000000,0.000000000000000
1860,139542.000000000000000,14680,Atlantic Coastal Plain Streamhead Seepage Swamp-Pocosin-Baygall,98,28,14,8,68,79,145,0.266667000000000,0.309804000000000,0.568627000000000
1861,565004.000000000000000,14710,Central Interior and Appalachian Floodplain Systems,613,392,121,80,0,191,176,0.000000000000000,0.749020000000000,0.690196000000000
1862,113736.000000000000000,14720,Central Interior and Appalachian Riparian Systems,997,-9999,202,168,36,255,20,0.141176000000000,1.000000000000000,0.078431000000000
1863,1326775.000000000000000,14730,Gulf and Atlantic Coastal Plain Floodplain Systems,114,-9999,101,54,102,119,205,0.400000000000000,0.466667000000000,0.803922000000000
1864,1109129.000000000000000,14740,Gulf and Atlantic Coastal Plain Small Stream Riparian Systems,477,202,131,68,171,185,235,0.670588000000000,0.725490000000000,0.921569000000000
1865,152441.000000000000000,14790,Central Interior and Appalachian Swamp Systems,1011,-9999,1353,578,207,61,255,0.811765000000000,0.239216000000000,1.000000000000000
1866,5473268.000000000000000,14800,Gulf and Atlantic Coastal Plain Swamp Systems,-9999,-9999,221,221,102,212,179,0.400000000000000,0.831373000000000,0.701961000000000
1867,2575383.000000000000000,14900,Gulf and Atlantic Coastal Plain Tidal Marsh Systems,5,294,-9999,5,255,235,0,1.000000000000000,0.921569000000000,0.000000000000000
1868,28065.000000000000000,14980,Gulf and Atlantic Coastal Plain Sparsely Vegetated Systems,-9999,-9999,-9999,-9999,171,97,56,0.670588000000000,0.380392000000000,0.219608000000000
1869,1099568.000000000000000,15010,Central Atlantic Coastal Plain Nonriverine Swamp and Wet Hardwood Forest,92,424,-9999,76,99,214,255,0.388235000000000,0.839216000000000,1.000000000000000
1870,66823915.000000000000000,13030,Northeastern Interior Dry-Mesic Oak Forest,39,24,9,6,215,185,100,0.843137000000000,0.725490000000000,0.392157000000000
1871,86049.000000000000000,13150,Southern Appalachian Oak Forest,604,138,16,14,181,227,194,0.709804000000000,0.890196000000000,0.760784000000000
1872,797945.000000000000000,13160,Southern Piedmont Mesic Forest,510,348,52,42,99,199,125,0.388235000000000,0.780392000000000,0.490196000000000
1873,3232780.000000000000000,13170,Allegheny-Cumberland Dry Oak Forest and Woodland,123,59,15,11,186,184,148,0.729412000000000,0.721569000000000,0.580392000000000
1874,3459014.000000000000000,13180,Southern and Central Appalachian Cove Forest,994,498,100,77,138,177,255,0.541176000000000,0.694118000000000,1.000000000000000
1875,2426198.000000000000000,13200,Central and Southern Appalachian Montane Oak Forest,147,95,33,21,180,130,180,0.705882000000000,0.509804000000000,0.705882000000000
1876,8236655.000000000000000,13210,South-Central Interior Mesophytic Forest,847,573,102,78,71,135,148,0.278431000000000,0.529412000000000,0.580392000000000
1877,12281.000000000000000,13400,Appalachian Shale Barrens,-9999,1025,-9999,1025,156,156,156,0.611765000000000,0.611765000000000,0.611765000000000
1878,2466267.000000000000000,13500,Central and Southern Appalachian Spruce-Fir Forest,834,12028,-9999,780,144,43,181,0.564706000000000,0.168627000000000,0.709804000000000
1879,93547.000000000000000,13520,Southern Appalachian Montane Pine Forest and Woodland,88,101,5,5,117,71,197,0.458824000000000,0.278431000000000,0.772549000000000
1880,42551.000000000000000,13530,Southern Appalachian Low-Elevation Pine Forest,153,66,9,7,255,200,97,1.000000000000000,0.784314000000000,0.380392000000000
1881,2258869.000000000000000,13680,Southern Piedmont Dry Oak(-Pine) Forest,325,235,5,5,211,186,255,0.827451000000000,0.729412000000000,1.000000000000000
1882,11365856.000000000000000,13690,Central Appalachian Dry Oak-Pine Forest,182,463,15,14,0,255,220,0.000000000000000,1.000000000000000,0.862745000000000
1883,7047401.000000000000000,13700,Appalachian (Hemlock-)Northern Hardwood Forest,1036,1083,-9999,529,214,255,145,0.839216000000000,1.000000000000000,0.568627000000000
1884,234785.000000000000000,13760,Southern Ridge and Valley/Cumberland Dry Calcareous Forest,187,109,8,7,222,153,122,0.870588000000000,0.600000000000000,0.478431000000000
1885,483569.000000000000000,13770,Central Appalachian Pine-Oak Rocky Woodland,412,384,4645,190,255,0,77,1.000000000000000,0.000000000000000,0.301961000000000
1886,427316.000000000000000,14000,Central Appalachian Alkaline Glade and Woodland,5,19,1583,4,255,153,229,1.000000000000000,0.600000000000000,0.898039000000000
1887,2455791.000000000000000,14710,Central Interior and Appalachian Floodplain Systems,613,392,121,80,0,191,176,0.000000000000000,0.749020000000000,0.690196000000000
1888,10234455.000000000000000,14720,Central Interior and Appalachian Riparian Systems,1001,-9999,200,166,36,255,20,0.141176000000000,1.000000000000000,0.078431000000000
1889,282815.000000000000000,14790,Central Interior and Appalachian Swamp Systems,1011,-9999,1353,578,207,61,255,0.811765000000000,0.239216000000000,1.000000000000000
1890,33863657.000000000000000,13020,Laurentian-Acadian Northern Hardwoods Forest,2021,-9999,-9999,2021,76,230,0,0.298039000000000,0.901961000000000,0.000000000000000
1891,614906.000000000000000,13030,Northeastern Interior Dry-Mesic Oak Forest,39,24,9,6,215,185,100,0.843137000000000,0.725490000000000,0.392157000000000
1892,13771.000000000000000,13210,South-Central Interior Mesophytic Forest,847,573,102,78,71,135,148,0.278431000000000,0.529412000000000,0.580392000000000
1893,173208.000000000000000,13620,Laurentian-Acadian Northern Pine(-Oak) Forest,309,447,65,48,255,191,191,1.000000000000000,0.749020000000000,0.749020000000000
1894,2048091.000000000000000,13660,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,482,998,289,153,208,255,99,0.815686000000000,1.000000000000000,0.388235000000000
1895,9865029.000000000000000,13690,Central Appalachian Dry Oak-Pine Forest,182,463,15,14,0,255,220,0.000000000000000,1.000000000000000,0.862745000000000
1896,22303522.000000000000000,13700,Appalachian (Hemlock-)Northern Hardwood Forest,1010,1122,-9999,531,214,255,145,0.839216000000000,1.000000000000000,0.568627000000000
1897,26643.000000000000000,13730,Acadian Low-Elevation Spruce-Fir-Hardwood Forest,1053,-9999,-9999,1053,130,160,100,0.509804000000000,0.627451000000000,0.392157000000000
1898,61340.000000000000000,13770,Central Appalachian Pine-Oak Rocky Woodland,412,384,4645,190,255,0,77,1.000000000000000,0.000000000000000,0.301961000000000
1899,17962.000000000000000,14000,Central Appalachian Alkaline Glade and Woodland,5,19,1421,4,255,153,229,1.000000000000000,0.600000000000000,0.898039000000000
1900,1171872.000000000000000,14710,Central Interior and Appalachian Floodplain Systems,613,392,121,80,0,191,176,0.000000000000000,0.749020000000000,0.690196000000000
1901,4771716.000000000000000,14720,Central Interior and Appalachian Riparian Systems,1001,-9999,200,166,36,255,20,0.141176000000000,1.000000000000000,0.078431000000000
1902,2191847.000000000000000,14750,Laurentian-Acadian Floodplain Systems,-9999,435,68,59,122,143,245,0.478431000000000,0.560784000000000,0.960784000000000
1903,63562.000000000000000,14770,Boreal Acidic Peatland Systems,935,-9999,170,144,106,0,138,0.415686000000000,0.000000000000000,0.541176000000000
1904,6134997.000000000000000,14790,Central Interior and Appalachian Swamp Systems,1011,-9999,1353,578,207,61,255,0.811765000000000,0.239216000000000,1.000000000000000
1905,191630.000000000000000,14810,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,989,-9999,-9999,989,232,189,255,0.909804000000000,0.741176000000000,1.000000000000000
1906,383858.000000000000000,14920,Great Lakes Coastal Marsh Systems,-9999,-9999,-9999,-9999,122,245,202,0.478431000000000,0.960784000000000,0.792157000000000
1907,262326.000000000000000,14940,Laurentian-Acadian Shrub-Herbaceous Wetland Systems,792,-9999,-9999,792,0,168,107,0.000000000000000,0.658824000000000,0.419608000000000
1908,437469.000000000000000,15180,North-Central Interior Wet Flatwoods,993,-9999,-9999,993,211,237,38,0.827451000000000,0.929412000000000,0.149020000000000
1909,41567785.000000000000000,13030,Northeastern Interior Dry-Mesic Oak Forest,39,52,8,6,215,185,100,0.843137000000000,0.725490000000000,0.392157000000000
1910,1857781.000000000000000,13100,North-Central Interior Dry-Mesic Oak Forest and Woodland,74,56,23,13,176,163,222,0.690196000000000,0.639216000000000,0.870588000000000
1911,12541646.000000000000000,13130,North-Central Interior Beech-Maple Forest,1026,-9999,852,465,0,156,44,0.000000000000000,0.611765000000000,0.172549000000000
1912,17902347.000000000000000,13170,Allegheny-Cumberland Dry Oak Forest and Woodland,37,117,11,8,186,184,148,0.729412000000000,0.721569000000000,0.580392000000000
1913,8548864.000000000000000,13210,South-Central Interior Mesophytic Forest,960,798,341,191,71,135,148,0.278431000000000,0.529412000000000,0.580392000000000
1914,1251026.000000000000000,13700,Appalachian (Hemlock-)Northern Hardwood Forest,1036,1083,-9999,529,214,255,145,0.839216000000000,1.000000000000000,0.568627000000000
1915,4702901.000000000000000,14710,Central Interior and Appalachian Floodplain Systems,-9999,429,67,58,0,191,176,0.000000000000000,0.749020000000000,0.690196000000000
1916,5198167.000000000000000,14720,Central Interior and Appalachian Riparian Systems,1001,-9999,200,166,36,255,20,0.141176000000000,1.000000000000000,0.078431000000000
1917,161719.000000000000000,14790,Central Interior and Appalachian Swamp Systems,989,-9999,-9999,989,207,61,255,0.811765000000000,0.239216000000000,1.000000000000000
1918,70731.000000000000000,14930,Central Interior and Appalachian Shrub-Herbaceous Wetland Systems,17,-9999,-9999,17,240,150,20,0.941176000000000,0.588235000000000,0.078431000000000
1919,890770.000000000000000,15180,North-Central Interior Wet Flatwoods,993,-9999,-9999,993,211,237,38,0.827451000000000,0.929412000000000,0.149020000000000
1920,11473053.000000000000000,13020,Laurentian-Acadian Northern Hardwoods Forest,983,-9999,-9999,983,76,230,0,0.298039000000000,0.901961000000000,0.000000000000000
1921,1199271.000000000000000,13030,Northeastern Interior Dry-Mesic Oak Forest,39,24,9,6,215,185,100,0.843137000000000,0.725490000000000,0.392157000000000
1922,4626269.000000000000000,13240,Northern Atlantic Coastal Plain Hardwood Forest,48,44,4,4,161,112,90,0.631373000000000,0.439216000000000,0.352941000000000
1923,767554.000000000000000,13550,Northern Atlantic Coastal Plain Pitch Pine Barrens,77,31,12,8,255,165,82,1.000000000000000,0.647059000000000,0.321569000000000
1924,1262172.000000000000000,13620,Laurentian-Acadian Northern Pine(-Oak) Forest,309,447,65,48,255,191,191,1.000000000000000,0.749020000000000,0.749020000000000
1925,5473672.000000000000000,13660,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,482,998,289,153,208,255,99,0.815686000000000,1.000000000000000,0.388235000000000
1926,27558658.000000000000000,13690,Central Appalachian Dry Oak-Pine Forest,182,463,15,14,0,255,220,0.000000000000000,1.000000000000000,0.862745000000000
1927,6852477.000000000000000,13700,Appalachian (Hemlock-)Northern Hardwood Forest,1010,1122,-9999,531,214,255,145,0.839216000000000,1.000000000000000,0.568627000000000
1928,41294.000000000000000,13730,Acadian Low-Elevation Spruce-Fir-Hardwood Forest,1127,-9999,-9999,1127,130,160,100,0.509804000000000,0.627451000000000,0.392157000000000
1929,249115.000000000000000,13740,Acadian-Appalachian Montane Spruce-Fir Forest,580,-9999,-9999,580,144,107,181,0.564706000000000,0.419608000000000,0.709804000000000
1930,1508588.000000000000000,13770,Central Appalachian Pine-Oak Rocky Woodland,412,384,4645,190,255,0,77,1.000000000000000,0.000000000000000,0.301961000000000
1931,73876.000000000000000,13790,Northern Atlantic Coastal Plain Maritime Forest,74,160,9,7,237,0,179,0.929412000000000,0.000000000000000,0.701961000000000
1932,249741.000000000000000,14360,Northern Atlantic Coastal Plain Dune and Swale,10,17,-9999,6,100,31,87,0.392157000000000,0.121569000000000,0.341176000000000
1933,891377.000000000000000,14710,Central Interior and Appalachian Floodplain Systems,603,392,120,80,0,191,176,0.000000000000000,0.749020000000000,0.690196000000000
1934,83227.000000000000000,14720,Central Interior and Appalachian Riparian Systems,984,-9999,198,165,36,255,20,0.141176000000000,1.000000000000000,0.078431000000000
1935,181973.000000000000000,14750,Laurentian-Acadian Floodplain Systems,-9999,435,68,59,122,143,245,0.478431000000000,0.560784000000000,0.960784000000000
1936,30337.000000000000000,14770,Boreal Acidic Peatland Systems,935,-9999,170,144,106,0,138,0.415686000000000,0.000000000000000,0.541176000000000
1937,5303316.000000000000000,14790,Central Interior and Appalachian Swamp Systems,1011,-9999,1353,578,207,61,255,0.811765000000000,0.239216000000000,1.000000000000000
1938,2214107.000000000000000,14800,Gulf and Atlantic Coastal Plain Swamp Systems,-9999,-9999,221,221,102,212,179,0.400000000000000,0.831373000000000,0.701961000000000
1939,515699.000000000000000,14900,Gulf and Atlantic Coastal Plain Tidal Marsh Systems,508,-9999,-9999,508,255,235,0,1.000000000000000,0.921569000000000,0.000000000000000
1940,825564.000000000000000,14940,Laurentian-Acadian Shrub-Herbaceous Wetland Systems,792,-9999,-9999,792,0,168,107,0.000000000000000,0.658824000000000,0.419608000000000
1941,1331736.000000000000000,15180,North-Central Interior Wet Flatwoods,993,-9999,-9999,993,211,237,38,0.827451000000000,0.929412000000000,0.149020000000000
1942,2369900.000000000000000,15260,Laurentian-Acadian Swamp Systems,1011,-9999,-9999,1011,232,160,255,0.909804000000000,0.627451000000000,1.000000000000000
1943,25562294.000000000000000,13020,Laurentian-Acadian Northern Hardwoods Forest,2108,-9999,-9999,2108,76,230,0,0.298039000000000,0.901961000000000,0.000000000000000
1944,3002980.000000000000000,13030,Northeastern Interior Dry-Mesic Oak Forest,39,24,9,6,215,185,100,0.843137000000000,0.725490000000000,0.392157000000000
1945,372048.000000000000000,13540,Northeastern Interior Pine Barrens,77,31,12,8,255,196,82,1.000000000000000,0.768627000000000,0.321569000000000
1946,3744558.000000000000000,13620,Laurentian-Acadian Northern Pine(-Oak) Forest,309,447,65,48,255,191,191,1.000000000000000,0.749020000000000,0.749020000000000
1947,16208128.000000000000000,13660,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,482,998,289,153,208,255,99,0.815686000000000,1.000000000000000,0.388235000000000
1948,8013244.000000000000000,13690,Central Appalachian Dry Oak-Pine Forest,182,463,15,14,0,255,220,0.000000000000000,1.000000000000000,0.862745000000000
1949,6191466.000000000000000,13700,Appalachian (Hemlock-)Northern Hardwood Forest,1010,1122,-9999,531,214,255,145,0.839216000000000,1.000000000000000,0.568627000000000
1950,798535.000000000000000,13730,Acadian Low-Elevation Spruce-Fir-Hardwood Forest,1053,-9999,-9999,1053,130,160,100,0.509804000000000,0.627451000000000,0.392157000000000
1951,5615791.000000000000000,13740,Acadian-Appalachian Montane Spruce-Fir Forest,580,-9999,-9999,580,144,107,181,0.564706000000000,0.419608000000000,0.709804000000000
1952,1044756.000000000000000,13770,Central Appalachian Pine-Oak Rocky Woodland,412,384,4645,190,255,0,77,1.000000000000000,0.000000000000000,0.301961000000000
1953,276217.000000000000000,13890,Acadian-Appalachian Subalpine Woodland and Heath-Krummholz,3351,1795,4331,916,150,255,231,0.588235000000000,1.000000000000000,0.905882000000000
1954,6301.000000000000000,14000,Central Appalachian Alkaline Glade and Woodland,5,19,1604,4,255,153,229,1.000000000000000,0.600000000000000,0.898039000000000
1955,13517.000000000000000,14090,Great Lakes Alvar,439,3247,-9999,387,227,235,117,0.890196000000000,0.921569000000000,0.458824000000000
1956,2849655.000000000000000,14710,Central Interior and Appalachian Floodplain Systems,603,392,120,80,0,191,176,0.000000000000000,0.749020000000000,0.690196000000000
1957,5061929.000000000000000,14720,Central Interior and Appalachian Riparian Systems,984,-9999,198,165,36,255,20,0.141176000000000,1.000000000000000,0.078431000000000
1958,4307459.000000000000000,14750,Laurentian-Acadian Floodplain Systems,-9999,435,68,59,122,143,245,0.478431000000000,0.560784000000000,0.960784000000000
1959,270732.000000000000000,14770,Boreal Acidic Peatland Systems,935,-9999,170,144,106,0,138,0.415686000000000,0.000000000000000,0.541176000000000
1960,580501.000000000000000,14790,Central Interior and Appalachian Swamp Systems,1011,-9999,1353,578,207,61,255,0.811765000000000,0.239216000000000,1.000000000000000
1961,9693.000000000000000,14800,Gulf and Atlantic Coastal Plain Swamp Systems,-9999,-9999,221,221,102,212,179,0.400000000000000,0.831373000000000,0.701961000000000
1962,37191.000000000000000,14940,Laurentian-Acadian Shrub-Herbaceous Wetland Systems,794,-9999,-9999,794,0,168,107,0.000000000000000,0.658824000000000,0.419608000000000
1963,1379103.000000000000000,15180,North-Central Interior Wet Flatwoods,993,-9999,-9999,993,211,237,38,0.827451000000000,0.929412000000000,0.149020000000000
1964,499198.000000000000000,15260,Laurentian-Acadian Swamp Systems,1011,-9999,-9999,1011,232,160,255,0.909804000000000,0.627451000000000,1.000000000000000
1965,24585856.000000000000000,13100,North-Central Interior Dry-Mesic Oak Forest and Woodland,75,47,23,13,176,163,222,0.690196000000000,0.639216000000000,0.870588000000000
1966,5892032.000000000000000,13110,North-Central Interior Dry Oak Forest and Woodland,149,151,11,9,179,207,143,0.701961000000000,0.811765000000000,0.560784000000000
1967,44775672.000000000000000,13130,North-Central Interior Beech-Maple Forest,1026,-9999,852,465,0,156,44,0.000000000000000,0.611765000000000,0.172549000000000
1968,1862368.000000000000000,13940,North-Central Interior Oak Savanna,552,187,5,5,230,213,138,0.901961000000000,0.835294000000000,0.541176000000000
1969,1626423.000000000000000,13950,North-Central Oak Barrens,341,246,5,5,255,235,176,1.000000000000000,0.921569000000000,0.690196000000000
1970,380069.000000000000000,14110,Great Lakes Wet-Mesic Lakeplain Prairie,24,-9999,-9999,24,235,255,0,0.921569000000000,1.000000000000000,0.000000000000000
1971,232622.000000000000000,14120,North-Central Interior Sand and Gravel Tallgrass Prairie,4,-9999,89,3,214,0,157,0.839216000000000,0.000000000000000,0.615686000000000
1972,1599930.000000000000000,14210,Central Tallgrass Prairie,4,-9999,-9999,4,232,255,196,0.909804000000000,1.000000000000000,0.768627000000000
1973,4057970.000000000000000,14710,Central Interior and Appalachian Floodplain Systems,-9999,426,68,59,0,191,176,0.000000000000000,0.749020000000000,0.690196000000000
1974,4933539.000000000000000,14790,Central Interior and Appalachian Swamp Systems,989,-9999,-9999,989,207,61,255,0.811765000000000,0.239216000000000,1.000000000000000
1975,320701.000000000000000,14920,Great Lakes Coastal Marsh Systems,-9999,-9999,-9999,-9999,122,245,202,0.478431000000000,0.960784000000000,0.792157000000000
1976,773374.000000000000000,14930,Central Interior and Appalachian Shrub-Herbaceous Wetland Systems,17,-9999,-9999,17,240,150,20,0.941176000000000,0.588235000000000,0.078431000000000
1977,1396512.000000000000000,15180,North-Central Interior Wet Flatwoods,993,-9999,-9999,993,211,237,38,0.827451000000000,0.929412000000000,0.149020000000000
1978,34052590.000000000000000,13020,Laurentian-Acadian Northern Hardwoods Forest,983,-9999,-9999,983,76,230,0,0.298039000000000,0.901961000000000,0.000000000000000
1979,350560.000000000000000,13240,Northern Atlantic Coastal Plain Hardwood Forest,48,44,4,4,161,112,90,0.631373000000000,0.439216000000000,0.352941000000000
