Value,Count,BPS_CODE,BPS_NAME,FRI_REPLAC,FRI_MIXED,FRI_SURFAC,FRI_ALLFIR,R,G,B,RED,GREEN,BLUE
1980,69869.000000000000000,13440,Boreal Jack Pine-Black Spruce Forest,214,-9999,-9999,214,255,140,140,1.000000000000000,0.549020000000000,0.549020000000000
1981,666285.000000000000000,13540,Northeastern Interior Pine Barrens,77,31,12,8,255,196,82,1.000000000000000,0.768627000000000,0.321569000000000
1982,2744735.000000000000000,13620,Laurentian-Acadian Northern Pine(-Oak) Forest,309,447,65,48,255,191,191,1.000000000000000,0.749020000000000,0.749020000000000
1983,9355229.000000000000000,13660,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,482,998,289,153,208,255,99,0.815686000000000,1.000000000000000,0.388235000000000
1984,2499117.000000000000000,13690,Central Appalachian Dry Oak-Pine Forest,182,463,15,14,0,255,220,0.000000000000000,1.000000000000000,0.862745000000000
1985,5245273.000000000000000,13700,Appalachian (Hemlock-)Northern Hardwood Forest,1010,1122,-9999,531,214,255,145,0.839216000000000,1.000000000000000,0.568627000000000
1986,45368693.000000000000000,13730,Acadian Low-Elevation Spruce-Fir-Hardwood Forest,1127,-9999,-9999,1127,130,160,100,0.509804000000000,0.627451000000000,0.392157000000000
1987,6411944.000000000000000,13740,Acadian-Appalachian Montane Spruce-Fir Forest,580,-9999,-9999,580,144,107,181,0.564706000000000,0.419608000000000,0.709804000000000
1988,708780.000000000000000,13770,Central Appalachian Pine-Oak Rocky Woodland,412,384,4645,190,255,0,77,1.000000000000000,0.000000000000000,0.301961000000000
1989,206561.000000000000000,13860,Acadian-Appalachian Alpine Tundra,-9999,-9999,-9999,-9999,200,3,125,0.784314000000000,0.011765000000000,0.490196000000000
1990,72203.000000000000000,13890,Acadian-Appalachian Subalpine Woodland and Heath-Krummholz,3351,1795,4331,916,150,255,231,0.588235000000000,1.000000000000000,0.905882000000000
1991,149036.000000000000000,14360,Northern Atlantic Coastal Plain Dune and Swale,10,17,-9999,6,100,31,87,0.392157000000000,0.121569000000000,0.341176000000000
1992,8267.000000000000000,14720,Central Interior and Appalachian Riparian Systems,984,-9999,198,165,36,255,20,0.141176000000000,1.000000000000000,0.078431000000000
1993,932263.000000000000000,14750,Laurentian-Acadian Floodplain Systems,-9999,435,68,59,122,143,245,0.478431000000000,0.560784000000000,0.960784000000000
1994,1321675.000000000000000,14770,Boreal Acidic Peatland Systems,935,-9999,170,144,106,0,138,0.415686000000000,0.000000000000000,0.541176000000000
1995,192717.000000000000000,14790,Central Interior and Appalachian Swamp Systems,1011,-9999,1353,578,207,61,255,0.811765000000000,0.239216000000000,1.000000000000000
1996,755288.000000000000000,14800,Gulf and Atlantic Coastal Plain Swamp Systems,-9999,-9999,221,221,102,212,179,0.400000000000000,0.831373000000000,0.701961000000000
1997,122410.000000000000000,14900,Gulf and Atlantic Coastal Plain Tidal Marsh Systems,508,-9999,-9999,508,255,235,0,1.000000000000000,0.921569000000000,0.000000000000000
1998,2131302.000000000000000,14940,Laurentian-Acadian Shrub-Herbaceous Wetland Systems,792,-9999,-9999,792,0,168,107,0.000000000000000,0.658824000000000,0.419608000000000
1999,6430574.000000000000000,15260,Laurentian-Acadian Swamp Systems,1011,-9999,-9999,1011,232,160,255,0.909804000000000,0.627451000000000,1.000000000000000
2000,1164496.000000000000000,13050,Southern Interior Low Plateau Dry-Mesic Oak Forest,2,1007,15,2,184,156,33,0.721569000000000,0.611765000000000,0.129412000000000
2001,204169.000000000000000,13090,Southern Appalachian Northern Hardwood Forest,681,665,341,169,163,156,46,0.639216000000000,0.611765000000000,0.180392000000000
2002,2185277.000000000000000,13150,Southern Appalachian Oak Forest,604,138,16,14,181,227,194,0.709804000000000,0.890196000000000,0.760784000000000
2003,19429496.000000000000000,13170,Allegheny-Cumberland Dry Oak Forest and Woodland,91,1199,6,6,186,184,148,0.729412000000000,0.721569000000000,0.580392000000000
2004,2444238.000000000000000,13180,Southern and Central Appalachian Cove Forest,555,727,88,69,138,177,255,0.541176000000000,0.694118000000000,1.000000000000000
2005,33164383.000000000000000,13210,South-Central Interior Mesophytic Forest,869,534,86,68,71,135,148,0.278431000000000,0.529412000000000,0.580392000000000
2006,22653.000000000000000,13520,Southern Appalachian Montane Pine Forest and Woodland,88,101,5,5,117,71,197,0.458824000000000,0.278431000000000,0.772549000000000
2007,40720.000000000000000,13530,Southern Appalachian Low-Elevation Pine Forest,153,66,9,7,255,200,97,1.000000000000000,0.784314000000000,0.380392000000000
2008,6310.000000000000000,13630,Central Interior Highlands Dry Acidic Glade and Barrens,29,16,7,4,229,38,0,0.898039000000000,0.149020000000000,0.000000000000000
2009,566579.000000000000000,13700,Appalachian (Hemlock-)Northern Hardwood Forest,1036,1083,-9999,529,214,255,145,0.839216000000000,1.000000000000000,0.568627000000000
2010,94286.000000000000000,13760,Southern Ridge and Valley/Cumberland Dry Calcareous Forest,187,109,8,7,222,153,122,0.870588000000000,0.600000000000000,0.478431000000000
2011,110426.000000000000000,14010,Central Interior Highlands Calcareous Glade and Barrens,19,16,5,3,255,235,20,1.000000000000000,0.921569000000000,0.078431000000000
2012,1866054.000000000000000,14710,Central Interior and Appalachian Floodplain Systems,613,392,121,80,0,191,176,0.000000000000000,0.749020000000000,0.690196000000000
2013,4803714.000000000000000,14720,Central Interior and Appalachian Riparian Systems,997,-9999,202,168,36,255,20,0.141176000000000,1.000000000000000,0.078431000000000
2014,128839.000000000000000,14790,Central Interior and Appalachian Swamp Systems,987,-9999,-9999,987,207,61,255,0.811765000000000,0.239216000000000,1.000000000000000
2015,441475.000000000000000,13040,Ozark-Ouachita Dry-Mesic Oak Forest,188,66,15,11,115,115,0,0.450980000000000,0.450980000000000,0.000000000000000
2016,788394.000000000000000,13050,Southern Interior Low Plateau Dry-Mesic Oak Forest,61,117,9,7,184,156,33,0.721569000000000,0.611765000000000,0.129412000000000
2017,54554325.000000000000000,13100,North-Central Interior Dry-Mesic Oak Forest and Woodland,75,47,23,13,176,163,222,0.690196000000000,0.639216000000000,0.870588000000000
2018,1496653.000000000000000,13110,North-Central Interior Dry Oak Forest and Woodland,149,149,11,9,179,207,143,0.701961000000000,0.811765000000000,0.560784000000000
2019,138939.000000000000000,13130,North-Central Interior Beech-Maple Forest,1026,-9999,852,465,0,156,44,0.000000000000000,0.611765000000000,0.172549000000000
2020,6927656.000000000000000,13140,North-Central Interior Maple-Basswood Forest,1030,-9999,845,464,237,161,102,0.929412000000000,0.631373000000000,0.400000000000000
2021,5211310.000000000000000,13210,South-Central Interior Mesophytic Forest,708,809,548,223,71,135,148,0.278431000000000,0.529412000000000,0.580392000000000
2022,3812.000000000000000,13260,South-Central Interior/Upper Coastal Plain Flatwoods,128,33,17,10,156,237,38,0.611765000000000,0.929412000000000,0.149020000000000
2023,385072.000000000000000,13640,Ozark-Ouachita Dry Oak Woodland,38,89,6,5,97,69,0,0.380392000000000,0.270588000000000,0.000000000000000
2024,83777.000000000000000,13940,North-Central Interior Oak Savanna,550,189,5,5,230,213,138,0.901961000000000,0.835294000000000,0.541176000000000
2025,1662.000000000000000,13950,North-Central Oak Barrens,341,246,5,5,255,235,176,1.000000000000000,0.921569000000000,0.690196000000000
2026,204913.000000000000000,14010,Central Interior Highlands Calcareous Glade and Barrens,19,16,5,3,255,235,20,1.000000000000000,0.921569000000000,0.078431000000000
2027,3266.000000000000000,14110,Great Lakes Wet-Mesic Lakeplain Prairie,24,-9999,-9999,24,235,255,0,0.921569000000000,1.000000000000000,0.000000000000000
2028,91006.000000000000000,14120,North-Central Interior Sand and Gravel Tallgrass Prairie,4,-9999,87,3,214,0,157,0.839216000000000,0.000000000000000,0.615686000000000
2029,100466230.000000000000000,14210,Central Tallgrass Prairie,4,-9999,-9999,4,232,255,196,0.909804000000000,1.000000000000000,0.768627000000000
2030,30307.000000000000000,14570,South-Central Interior/Upper Coastal Plain Wet Flatwoods,93,120,13,11,186,237,38,0.729412000000000,0.929412000000000,0.149020000000000
2031,465708.000000000000000,14660,Great Lakes Wooded Dune and Swale,2663,533,-9999,444,181,0,0,0.709804000000000,0.000000000000000,0.000000000000000
2032,445048.000000000000000,14690,Eastern Great Plains Floodplain Systems,510,76,177,48,75,170,190,0.294118000000000,0.666667000000000,0.745098000000000
2033,986513.000000000000000,14710,Central Interior and Appalachian Floodplain Systems,-9999,426,68,59,0,191,176,0.000000000000000,0.749020000000000,0.690196000000000
2034,29635.000000000000000,14720,Central Interior and Appalachian Riparian Systems,996,-9999,198,165,36,255,20,0.141176000000000,1.000000000000000,0.078431000000000
2035,3700.000000000000000,15170,Paleozoic Plateau Bluff and Talus,15,126,102,12,106,117,0,0.415686000000000,0.458824000000000,0.000000000000000
2036,529303.000000000000000,15180,North-Central Interior Wet Flatwoods,993,-9999,-9999,993,211,237,38,0.827451000000000,0.929412000000000,0.149020000000000
2037,3227019.000000000000000,13040,Ozark-Ouachita Dry-Mesic Oak Forest,188,66,15,11,115,115,0,0.450980000000000,0.450980000000000,0.000000000000000
2039,9560011.000000000000000,13100,North-Central Interior Dry-Mesic Oak Forest and Woodland,126,50,76,24,176,163,222,0.690196000000000,0.639216000000000,0.870588000000000
2040,80967.000000000000000,13110,North-Central Interior Dry Oak Forest and Woodland,141,111,11,9,179,207,143,0.701961000000000,0.811765000000000,0.560784000000000
2041,17903151.000000000000000,13140,North-Central Interior Maple-Basswood Forest,1027,-9999,857,467,237,161,102,0.929412000000000,0.631373000000000,0.400000000000000
2042,87411.000000000000000,13340,Ozark-Ouachita Mesic Hardwood Forest,316,110,25,19,0,135,74,0.000000000000000,0.529412000000000,0.290196000000000
2043,188202.000000000000000,13950,North-Central Oak Barrens,341,246,5,5,255,235,176,1.000000000000000,0.921569000000000,0.690196000000000
2044,180796.000000000000000,14010,Central Interior Highlands Calcareous Glade and Barrens,19,16,5,3,255,235,20,1.000000000000000,0.921569000000000,0.078431000000000
2045,391557.000000000000000,14120,North-Central Interior Sand and Gravel Tallgrass Prairie,4,-9999,87,3,214,0,157,0.839216000000000,0.000000000000000,0.615686000000000
2046,51764121.000000000000000,14210,Central Tallgrass Prairie,4,-9999,-9999,4,232,255,196,0.909804000000000,1.000000000000000,0.768627000000000
2047,6777740.000000000000000,14230,Southeastern Great Plains Tallgrass Prairie,2,80,503,2,135,75,120,0.529412000000000,0.294118000000000,0.470588000000000
2048,1096712.000000000000000,14690,Eastern Great Plains Floodplain Systems,517,77,176,48,75,170,190,0.294118000000000,0.666667000000000,0.745098000000000
2049,9252517.000000000000000,14710,Central Interior and Appalachian Floodplain Systems,-9999,-9999,-9999,-9999,0,191,176,0.000000000000000,0.749020000000000,0.690196000000000
2050,284683.000000000000000,14880,Eastern Great Plains Wet Meadow-Prairie-Marsh,3,-9999,-9999,3,148,20,51,0.580392000000000,0.078431000000000,0.200000000000000
2051,367270.000000000000000,15180,North-Central Interior Wet Flatwoods,993,-9999,-9999,993,211,237,38,0.827451000000000,0.929412000000000,0.149020000000000
2054,92.000000000000000,11320,Central Mixedgrass Prairie,8,-9999,161,8,112,168,112,0.439216000000000,0.658824000000000,0.439216000000000
2055,5864.000000000000000,11480,Western Great Plains Sand Prairie,15,12,12,4,245,218,169,0.960784000000000,0.854902000000000,0.662745000000000
2060,16.000000000000000,13100,North-Central Interior Dry-Mesic Oak Forest and Woodland,126,50,76,24,176,163,222,0.690196000000000,0.639216000000000,0.870588000000000
2062,2516.000000000000000,14210,Central Tallgrass Prairie,4,-9999,-9999,4,232,255,196,0.909804000000000,1.000000000000000,0.768627000000000
2064,172.000000000000000,14690,Eastern Great Plains Floodplain Systems,510,76,177,48,75,170,190,0.294118000000000,0.666667000000000,0.745098000000000
2065,414.000000000000000,14880,Eastern Great Plains Wet Meadow-Prairie-Marsh,3,-9999,-9999,3,148,20,51,0.580392000000000,0.078431000000000,0.200000000000000
2067,46461899.000000000000000,13050,Southern Interior Low Plateau Dry-Mesic Oak Forest,6,199,21,4,184,156,33,0.721569000000000,0.611765000000000,0.129412000000000
2068,2753599.000000000000000,13060,East Gulf Coastal Plain Northern Loess Plain Oak-Hickory Upland,386,87,9,8,217,148,171,0.850980000000000,0.580392000000000,0.670588000000000
2069,291.000000000000000,13070,East Gulf Coastal Plain Northern Dry Upland Hardwood Forest,388,89,9,8,222,205,149,0.870588000000000,0.803922000000000,0.584314000000000
2070,1108140.000000000000000,13100,North-Central Interior Dry-Mesic Oak Forest and Woodland,162,160,11,9,176,163,222,0.690196000000000,0.639216000000000,0.870588000000000
2071,7502393.000000000000000,13130,North-Central Interior Beech-Maple Forest,1004,-9999,836,456,0,156,44,0.000000000000000,0.611765000000000,0.172549000000000
2072,27981124.000000000000000,13210,South-Central Interior Mesophytic Forest,869,534,86,68,71,135,148,0.278431000000000,0.529412000000000,0.580392000000000
2073,112721.000000000000000,13250,East Gulf Coastal Plain Northern Mesic Hardwood Slope Forest,404,159,52,36,168,124,35,0.658824000000000,0.486275000000000,0.137255000000000
2074,305912.000000000000000,13260,South-Central Interior/Upper Coastal Plain Flatwoods,187,182,5,5,156,237,38,0.611765000000000,0.929412000000000,0.149020000000000
2075,554470.000000000000000,13270,East Gulf Coastal Plain Northern Loess Bluff Forest,394,356,152,84,232,161,212,0.909804000000000,0.631373000000000,0.831373000000000
2076,1209260.000000000000000,13530,Southern Appalachian Low-Elevation Pine Forest,100,1204,2,2,255,200,97,1.000000000000000,0.784314000000000,0.380392000000000
2077,2430.000000000000000,13570,Southern Coastal Plain Mesic Slope Forest,402,159,52,35,191,151,71,0.749020000000000,0.592157000000000,0.278431000000000
2078,992556.000000000000000,13630,Central Interior Highlands Dry Acidic Glade and Barrens,29,16,7,4,229,38,0,0.898039000000000,0.149020000000000,0.000000000000000
2079,4005638.000000000000000,14010,Central Interior Highlands Calcareous Glade and Barrens,19,16,5,3,255,235,20,1.000000000000000,0.921569000000000,0.078431000000000
2080,1367396.000000000000000,14130,Bluegrass Savanna and Woodland,81,132,62,28,199,227,148,0.780392000000000,0.890196000000000,0.580392000000000
2081,92478.000000000000000,14180,Pennyroyal Karst Plain Prairie and Barrens,2,75,22,1,232,227,138,0.909804000000000,0.890196000000000,0.541176000000000
2082,54683.000000000000000,14270,East Gulf Coastal Plain Jackson Plain Prairie and Barrens,18,34,12,6,252,245,171,0.988235000000000,0.960784000000000,0.670588000000000
2083,288900.000000000000000,14570,South-Central Interior/Upper Coastal Plain Wet Flatwoods,189,118,9,8,186,237,38,0.729412000000000,0.929412000000000,0.149020000000000
2084,16416253.000000000000000,14710,Central Interior and Appalachian Floodplain Systems,613,392,121,80,0,191,176,0.000000000000000,0.749020000000000,0.690196000000000
2085,5594163.000000000000000,14720,Central Interior and Appalachian Riparian Systems,990,-9999,200,167,36,255,20,0.141176000000000,1.000000000000000,0.078431000000000
2086,1932570.000000000000000,14730,Gulf and Atlantic Coastal Plain Floodplain Systems,115,-9999,100,53,102,119,205,0.400000000000000,0.466667000000000,0.803922000000000
2087,10090.000000000000000,14740,Gulf and Atlantic Coastal Plain Small Stream Riparian Systems,477,202,131,68,171,185,235,0.670588000000000,0.725490000000000,0.921569000000000
2088,5547919.000000000000000,14790,Central Interior and Appalachian Swamp Systems,987,-9999,-9999,987,207,61,255,0.811765000000000,0.239216000000000,1.000000000000000
2089,277513.000000000000000,14800,Gulf and Atlantic Coastal Plain Swamp Systems,-9999,-9999,219,219,102,212,179,0.400000000000000,0.831373000000000,0.701961000000000
2090,44311.000000000000000,15090,Mississippi River Alluvial Plain Dry-Mesic Loess Slope Forest,479,106,88,44,0,107,82,0.000000000000000,0.419608000000000,0.321569000000000
2091,1575703.000000000000000,15180,North-Central Interior Wet Flatwoods,993,-9999,-9999,993,211,237,38,0.827451000000000,0.929412000000000,0.149020000000000
2117,40036866.000000000000000,13100,North-Central Interior Dry-Mesic Oak Forest and Woodland,126,50,76,24,176,163,222,0.690196000000000,0.639216000000000,0.870588000000000
2118,193103.000000000000000,13110,North-Central Interior Dry Oak Forest and Woodland,141,111,11,9,179,207,143,0.701961000000000,0.811765000000000,0.560784000000000
2119,4834915.000000000000000,13140,North-Central Interior Maple-Basswood Forest,1027,-9999,857,467,237,161,102,0.929412000000000,0.631373000000000,0.400000000000000
2120,1543622.000000000000000,13850,Western Great Plains Wooded Draw and Ravine,91,65,230,32,168,168,0,0.658824000000000,0.658824000000000,0.000000000000000
2121,575913.000000000000000,13940,North-Central Interior Oak Savanna,530,167,5,5,230,213,138,0.901961000000000,0.835294000000000,0.541176000000000
2122,20262.000000000000000,13950,North-Central Oak Barrens,341,246,5,5,255,235,176,1.000000000000000,0.921569000000000,0.690196000000000
2123,1824521.000000000000000,14120,North-Central Interior Sand and Gravel Tallgrass Prairie,4,-9999,87,3,214,0,157,0.839216000000000,0.000000000000000,0.615686000000000
2124,29557710.000000000000000,14200,Northern Tallgrass Prairie,6,-9999,-9999,6,184,132,29,0.721569000000000,0.517647000000000,0.113725000000000
2125,45747641.000000000000000,14210,Central Tallgrass Prairie,4,-9999,-9999,4,232,255,196,0.909804000000000,1.000000000000000,0.768627000000000
2126,5168667.000000000000000,14690,Eastern Great Plains Floodplain Systems,510,76,177,48,75,170,190,0.294118000000000,0.666667000000000,0.745098000000000
2127,11800394.000000000000000,14710,Central Interior and Appalachian Floodplain Systems,-9999,-9999,-9999,-9999,0,191,176,0.000000000000000,0.749020000000000,0.690196000000000
2128,163905.000000000000000,14790,Central Interior and Appalachian Swamp Systems,987,-9999,-9999,987,207,61,255,0.811765000000000,0.239216000000000,1.000000000000000
2129,520483.000000000000000,14880,Eastern Great Plains Wet Meadow-Prairie-Marsh,3,-9999,-9999,3,148,20,51,0.580392000000000,0.078431000000000,0.200000000000000
2130,456123.000000000000000,14930,Central Interior and Appalachian Shrub-Herbaceous Wetland Systems,17,-9999,-9999,17,240,150,20,0.941176000000000,0.588235000000000,0.078431000000000
2131,1622160.000000000000000,15170,Paleozoic Plateau Bluff and Talus,15,126,102,12,106,117,0,0.415686000000000,0.458824000000000,0.000000000000000
2132,14548060.000000000000000,13040,Ozark-Ouachita Dry-Mesic Oak Forest,188,66,15,11,115,115,0,0.450980000000000,0.450980000000000,0.000000000000000
2133,289.000000000000000,13080,Crosstimbers Oak Forest and Woodland,157,93,5,5,137,90,68,0.537255000000000,0.352941000000000,0.266667000000000
2134,3380041.000000000000000,13100,North-Central Interior Dry-Mesic Oak Forest and Woodland,123,49,76,24,176,163,222,0.690196000000000,0.639216000000000,0.870588000000000
2135,14003711.000000000000000,13110,North-Central Interior Dry Oak Forest and Woodland,107,99,19,14,179,207,143,0.701961000000000,0.811765000000000,0.560784000000000
2136,8.000000000000000,13120,Ouachita Montane Oak Forest,38,89,6,5,0,38,115,0.000000000000000,0.149020000000000,0.450980000000000
2137,2062827.000000000000000,13140,North-Central Interior Maple-Basswood Forest,1027,-9999,857,467,237,161,102,0.929412000000000,0.631373000000000,0.400000000000000
2139,2837746.000000000000000,13340,Ozark-Ouachita Mesic Hardwood Forest,316,110,25,19,0,135,74,0.000000000000000,0.529412000000000,0.290196000000000
2140,32262790.000000000000000,13640,Ozark-Ouachita Dry Oak Woodland,38,89,6,5,97,69,0,0.380392000000000,0.270588000000000,0.000000000000000
2141,6006213.000000000000000,13670,Ozark-Ouachita Shortleaf Pine-Oak Forest and Woodland,347,92,5,5,196,164,100,0.768627000000000,0.643137000000000,0.392157000000000
2144,20009412.000000000000000,13940,North-Central Interior Oak Savanna,550,189,5,5,230,213,138,0.901961000000000,0.835294000000000,0.541176000000000
2145,844540.000000000000000,14010,Central Interior Highlands Calcareous Glade and Barrens,19,16,5,3,255,235,20,1.000000000000000,0.921569000000000,0.078431000000000
2146,6.000000000000000,14151,Arkansas Valley Prairie and Woodland-Prairie,2,344,12,2,255,120,187,1.000000000000000,0.470588000000000,0.733333000000000
2148,4324505.000000000000000,14210,Central Tallgrass Prairie,4,-9999,-9999,4,232,255,196,0.909804000000000,1.000000000000000,0.768627000000000
2149,6891680.000000000000000,14230,Southeastern Great Plains Tallgrass Prairie,2,80,503,2,135,75,120,0.529412000000000,0.294118000000000,0.470588000000000
2152,1940278.000000000000000,14710,Central Interior and Appalachian Floodplain Systems,-9999,-9999,-9999,-9999,0,191,176,0.000000000000000,0.749020000000000,0.690196000000000
2153,2239391.000000000000000,14712,Central Interior and Appalachian Floodplain Systems-Large Floodplains,142,-9999,100,59,48,237,56,0.188235000000000,0.929412000000000,0.219608000000000
2154,335387.000000000000000,14720,Central Interior and Appalachian Riparian Systems,990,-9999,200,167,36,255,20,0.141176000000000,1.000000000000000,0.078431000000000
2155,175850.000000000000000,14730,Gulf and Atlantic Coastal Plain Floodplain Systems,393,257,49,37,102,119,205,0.400000000000000,0.466667000000000,0.803922000000000
2158,38873.000000000000000,14930,Central Interior and Appalachian Shrub-Herbaceous Wetland Systems,17,-9999,-9999,17,240,150,20,0.941176000000000,0.588235000000000,0.078431000000000
2160,1860317.000000000000000,15070,Ozark-Ouachita Shortleaf Pine-Bluestem Woodland,100,1223,2,2,68,137,112,0.266667000000000,0.537255000000000,0.439216000000000
2723,1617802.000000000000000,13620,Laurentian-Acadian Northern Pine(-Oak) Forest,355,680,12,11,255,191,191,1.000000000000000,0.749020000000000,0.749020000000000
2724,9731564.000000000000000,13622,Laurentian-Acadian Northern Pine(-Oak) Forest-Pine Dominated,230,-9999,40,34,255,167,127,1.000000000000000,0.654902000000000,0.498039000000000
2725,2200592.000000000000000,13620,Laurentian-Acadian Northern Pine(-Oak) Forest,355,680,12,11,255,191,191,1.000000000000000,0.749020000000000,0.749020000000000
2726,8533449.000000000000000,13622,Laurentian-Acadian Northern Pine(-Oak) Forest-Pine Dominated,230,-9999,40,34,255,167,127,1.000000000000000,0.654902000000000,0.498039000000000
